subject_id,story,strategy,generous_status_second,own_benefit,other_benefit,inequity_aversion,communicate_equal,communicate_hierarchy,understood,pass_attention
534f1e5f6d77dc4d92c8ba5cac284b2a,feedback,alternating,equal,4,4,5,6,0,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,architects,alternating,equal,5,0,NA,3,2,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,housemates,alternating,lower,5,3,3,6,0,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,groceries,alternating,equal,0,4,4,6,0,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,group project,alternating,lower,5,0,1,4,5,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,scheduling,alternating,higher,3,3,5,NA,1,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,restaurant,alternating,just_met,0,4,5,6,0,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,fundraising,repeating,higher,6,0,0,4,6,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,police,repeating,lower,5,NA,3,NA,5,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,gifts,repeating,equal,4,3,3,1,5,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,babysitting,alternating,higher,3,4,5,6,0,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,concerts,repeating,just_met,3,3,4,1,4,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,weekend,repeating,just_met,3,NA,2,2,3,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,feedback,repeating,lower,4,3,2,0,6,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,meeting prep,alternating,just_met,3,3,5,6,0,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,coffee,repeating,higher,2,3,3,2,1,yes,TRUE
d2ccea0cfd033fb25c37f638e1faf39b,family meals,repeating,equal,4,4,4,3,4,yes,TRUE
77404cb9a7174f540175e2681ef73607,feedback,repeating,equal,4,3,4,4,1,yes,TRUE
77404cb9a7174f540175e2681ef73607,coffee,repeating,lower,4,2,4,5,5,yes,TRUE
77404cb9a7174f540175e2681ef73607,weekend,alternating,lower,2,1,3,1,4,yes,TRUE
77404cb9a7174f540175e2681ef73607,groceries,alternating,equal,4,2,5,3,1,yes,TRUE
77404cb9a7174f540175e2681ef73607,scheduling,alternating,just_met,2,4,2,5,3,yes,TRUE
77404cb9a7174f540175e2681ef73607,fundraising,repeating,equal,2,5,1,3,4,yes,TRUE
77404cb9a7174f540175e2681ef73607,police,alternating,lower,NA,0,1,1,3,yes,TRUE
77404cb9a7174f540175e2681ef73607,housemates,alternating,higher,4,5,4,3,2,yes,TRUE
77404cb9a7174f540175e2681ef73607,gifts,repeating,just_met,2,4,2,4,2,yes,TRUE
77404cb9a7174f540175e2681ef73607,architects,repeating,higher,2,5,4,2,5,yes,TRUE
77404cb9a7174f540175e2681ef73607,family meals,alternating,equal,2,5,4,2,4,yes,TRUE
77404cb9a7174f540175e2681ef73607,meeting prep,repeating,just_met,1,4,2,4,2,yes,TRUE
77404cb9a7174f540175e2681ef73607,babysitting,repeating,higher,2,4,3,1,4,yes,TRUE
77404cb9a7174f540175e2681ef73607,group project,repeating,lower,2,5,3,6,1,yes,TRUE
77404cb9a7174f540175e2681ef73607,concerts,alternating,just_met,2,4,0,5,1,yes,TRUE
77404cb9a7174f540175e2681ef73607,restaurant,alternating,higher,4,2,4,1,4,yes,TRUE
92057922419271877bb4df85f25d8bba,restaurant,alternating,just_met,0,0,5,5,0,yes,TRUE
92057922419271877bb4df85f25d8bba,police,repeating,equal,0,1,1,4,0,yes,TRUE
92057922419271877bb4df85f25d8bba,weekend,alternating,lower,4,4,5,5,0,yes,TRUE
92057922419271877bb4df85f25d8bba,family meals,repeating,lower,3,2,2,3,0,yes,TRUE
92057922419271877bb4df85f25d8bba,housemates,alternating,lower,3,1,5,5,0,yes,TRUE
92057922419271877bb4df85f25d8bba,fundraising,alternating,higher,4,0,1,3,0,yes,TRUE
92057922419271877bb4df85f25d8bba,gifts,alternating,just_met,3,3,5,5,0,yes,TRUE
92057922419271877bb4df85f25d8bba,scheduling,repeating,just_met,3,4,4,5,0,yes,TRUE
92057922419271877bb4df85f25d8bba,architects,alternating,higher,3,3,5,5,0,yes,TRUE
92057922419271877bb4df85f25d8bba,meeting prep,repeating,equal,5,4,2,1,0,yes,TRUE
92057922419271877bb4df85f25d8bba,feedback,repeating,higher,0,5,5,5,0,yes,TRUE
92057922419271877bb4df85f25d8bba,groceries,alternating,equal,2,4,5,5,0,yes,TRUE
92057922419271877bb4df85f25d8bba,babysitting,repeating,higher,0,5,5,5,0,yes,TRUE
92057922419271877bb4df85f25d8bba,coffee,repeating,lower,5,0,4,5,0,yes,TRUE
92057922419271877bb4df85f25d8bba,concerts,alternating,equal,0,4,5,5,0,yes,TRUE
92057922419271877bb4df85f25d8bba,group project,repeating,just_met,1,0,2,1,0,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,weekend,alternating,higher,4,5,4,6,0,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,gifts,repeating,equal,5,5,4,6,5,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,restaurant,repeating,lower,1,6,6,6,0,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,coffee,repeating,higher,5,1,5,1,5,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,scheduling,alternating,equal,6,6,6,6,0,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,feedback,alternating,just_met,5,4,NA,5,0,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,family meals,repeating,just_met,6,6,6,1,4,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,groceries,repeating,just_met,6,1,5,3,5,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,concerts,alternating,equal,6,6,6,6,0,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,police,alternating,higher,6,6,6,6,0,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,architects,alternating,lower,6,6,6,6,0,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,fundraising,alternating,just_met,6,6,6,6,0,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,babysitting,alternating,lower,6,6,6,6,0,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,group project,repeating,higher,6,NA,1,0,5,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,housemates,repeating,lower,5,1,1,1,5,yes,TRUE
cf15bc52ea00bb3ea93aee786a335824,meeting prep,repeating,equal,0,6,5,0,6,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,weekend,alternating,lower,4,4,3,2,0,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,fundraising,repeating,equal,6,0,0,0,6,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,architects,repeating,higher,3,2,2,1,4,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,family meals,alternating,equal,2,2,4,4,0,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,restaurant,alternating,higher,0,5,4,4,0,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,scheduling,alternating,just_met,0,4,4,4,0,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,feedback,repeating,equal,2,4,3,3,2,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,meeting prep,repeating,just_met,4,2,2,1,5,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,housemates,alternating,higher,1,4,4,5,0,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,groceries,alternating,equal,2,4,4,5,0,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,coffee,repeating,lower,3,4,2,0,6,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,concerts,alternating,just_met,3,4,4,5,0,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,group project,repeating,lower,5,1,0,0,6,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,gifts,repeating,just_met,3,4,0,0,6,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,police,alternating,lower,2,4,4,5,0,yes,TRUE
addb4a38ef0434de0323d3d96d4c2625,babysitting,repeating,higher,0,5,0,0,6,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,coffee,alternating,just_met,4,0,3,5,1,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,fundraising,repeating,equal,4,0,5,5,1,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,concerts,repeating,lower,5,0,0,5,5,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,family meals,alternating,just_met,0,0,0,5,4,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,meeting prep,alternating,lower,5,0,0,5,4,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,weekend,repeating,just_met,5,0,0,5,3,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,feedback,alternating,equal,5,5,5,5,0,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,group project,repeating,higher,6,0,0,0,5,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,housemates,repeating,just_met,6,0,0,0,6,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,restaurant,alternating,higher,NA,NA,NA,NA,NA,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,babysitting,alternating,equal,4,0,1,5,0,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,police,alternating,lower,3,0,6,6,0,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,scheduling,repeating,higher,3,1,0,4,0,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,architects,repeating,equal,6,0,0,0,5,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,groceries,repeating,lower,3,0,0,2,0,yes,TRUE
91ecc06d4637ad3a37f0c768f9a51b25,gifts,alternating,higher,0,3,3,5,0,yes,TRUE
f01695c167714302289b2268c77f215a,group project,repeating,equal,5,1,1,1,2,yes,TRUE
f01695c167714302289b2268c77f215a,police,alternating,equal,3,3,5,6,0,yes,TRUE
f01695c167714302289b2268c77f215a,architects,alternating,just_met,4,3,5,6,0,yes,TRUE
f01695c167714302289b2268c77f215a,concerts,alternating,lower,3,4,5,5,0,yes,TRUE
f01695c167714302289b2268c77f215a,gifts,repeating,lower,3,2,2,4,0,yes,TRUE
f01695c167714302289b2268c77f215a,meeting prep,repeating,lower,4,4,2,1,5,yes,TRUE
f01695c167714302289b2268c77f215a,weekend,alternating,equal,3,4,5,6,0,yes,TRUE
f01695c167714302289b2268c77f215a,groceries,alternating,higher,4,4,6,6,0,yes,TRUE
f01695c167714302289b2268c77f215a,restaurant,repeating,just_met,2,5,5,4,3,yes,TRUE
f01695c167714302289b2268c77f215a,scheduling,alternating,lower,4,5,5,6,0,yes,TRUE
f01695c167714302289b2268c77f215a,family meals,alternating,higher,3,5,5,6,0,yes,TRUE
f01695c167714302289b2268c77f215a,babysitting,alternating,just_met,5,5,6,6,0,yes,TRUE
f01695c167714302289b2268c77f215a,fundraising,repeating,higher,5,2,2,2,4,yes,TRUE
f01695c167714302289b2268c77f215a,feedback,repeating,higher,0,6,2,2,4,yes,TRUE
f01695c167714302289b2268c77f215a,coffee,repeating,equal,2,4,1,1,4,yes,TRUE
f01695c167714302289b2268c77f215a,housemates,repeating,just_met,4,1,1,1,4,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,architects,alternating,higher,4,4,5,6,5,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,group project,alternating,equal,4,4,5,5,5,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,police,repeating,equal,5,1,5,4,4,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,restaurant,alternating,lower,2,4,4,3,4,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,housemates,alternating,equal,4,4,5,5,4,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,concerts,repeating,lower,0,0,0,1,0,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,groceries,alternating,higher,4,4,4,5,4,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,gifts,repeating,higher,4,4,5,5,4,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,feedback,repeating,equal,4,4,3,4,4,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,babysitting,repeating,just_met,3,4,5,5,4,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,coffee,alternating,just_met,5,5,6,6,6,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,fundraising,alternating,just_met,5,5,4,5,5,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,weekend,repeating,lower,3,3,2,2,3,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,meeting prep,alternating,lower,5,1,3,2,2,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,family meals,repeating,higher,5,2,3,3,3,yes,TRUE
6b729ba26a657d91a89dda2486145aa3,scheduling,repeating,just_met,4,5,5,4,4,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,groceries,repeating,equal,3,3,5,6,0,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,group project,alternating,lower,6,1,3,3,2,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,feedback,alternating,equal,NA,5,4,4,1,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,coffee,alternating,lower,3,0,5,3,4,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,gifts,alternating,just_met,3,4,6,6,0,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,meeting prep,alternating,just_met,4,4,6,6,0,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,fundraising,alternating,equal,3,3,6,6,0,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,family meals,repeating,equal,4,0,0,0,4,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,concerts,repeating,just_met,3,4,4,2,3,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,restaurant,repeating,higher,4,2,2,3,3,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,housemates,repeating,higher,4,4,3,3,0,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,police,repeating,lower,5,3,0,0,1,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,scheduling,repeating,just_met,3,0,0,0,6,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,weekend,repeating,lower,6,0,6,3,0,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,architects,alternating,higher,5,1,1,1,2,yes,TRUE
c4e6ac06b62da0d557e9fcdbe0a8910f,babysitting,alternating,higher,5,3,5,5,0,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,family meals,repeating,equal,4,2,3,1,4,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,group project,repeating,lower,5,5,4,1,6,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,feedback,alternating,just_met,6,6,6,6,0,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,fundraising,repeating,just_met,6,2,3,2,4,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,architects,repeating,just_met,5,4,5,5,0,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,gifts,alternating,lower,4,6,5,6,0,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,babysitting,alternating,just_met,4,5,6,6,1,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,restaurant,alternating,lower,5,5,5,2,5,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,weekend,alternating,equal,5,6,5,6,0,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,housemates,alternating,equal,4,5,5,5,0,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,meeting prep,repeating,higher,6,1,0,0,6,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,concerts,alternating,higher,5,5,6,6,0,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,scheduling,repeating,lower,3,5,4,2,5,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,police,repeating,higher,5,2,3,3,4,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,coffee,repeating,equal,5,2,3,3,3,yes,TRUE
6580d5504779a74b18a6207fd0d639e0,groceries,alternating,higher,3,5,5,6,NA,yes,TRUE
103c5dac42b8c9577de131be3831eada,family meals,alternating,equal,1,5,4,6,5,yes,TRUE
103c5dac42b8c9577de131be3831eada,group project,repeating,lower,6,0,1,4,4,yes,TRUE
103c5dac42b8c9577de131be3831eada,coffee,repeating,lower,5,2,3,5,5,yes,TRUE
103c5dac42b8c9577de131be3831eada,concerts,alternating,just_met,0,4,5,6,6,yes,TRUE
103c5dac42b8c9577de131be3831eada,scheduling,alternating,just_met,3,4,5,5,4,yes,TRUE
103c5dac42b8c9577de131be3831eada,meeting prep,repeating,just_met,3,0,0,1,1,yes,TRUE
103c5dac42b8c9577de131be3831eada,feedback,repeating,equal,4,4,4,2,3,yes,TRUE
103c5dac42b8c9577de131be3831eada,restaurant,alternating,higher,3,5,5,5,3,yes,TRUE
103c5dac42b8c9577de131be3831eada,architects,repeating,higher,5,0,2,0,0,yes,TRUE
103c5dac42b8c9577de131be3831eada,groceries,alternating,equal,3,5,6,6,3,yes,TRUE
103c5dac42b8c9577de131be3831eada,gifts,repeating,just_met,5,3,2,2,4,yes,TRUE
103c5dac42b8c9577de131be3831eada,housemates,alternating,higher,3,3,2,3,2,yes,TRUE
103c5dac42b8c9577de131be3831eada,fundraising,repeating,equal,6,1,0,0,1,yes,TRUE
103c5dac42b8c9577de131be3831eada,police,alternating,lower,6,4,5,6,3,yes,TRUE
103c5dac42b8c9577de131be3831eada,babysitting,repeating,higher,4,4,1,3,1,yes,TRUE
103c5dac42b8c9577de131be3831eada,weekend,alternating,lower,4,4,5,5,3,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,gifts,alternating,equal,3,3,4,5,2,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,group project,repeating,lower,5,0,NA,5,4,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,weekend,alternating,just_met,2,4,5,5,0,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,fundraising,alternating,higher,3,1,1,4,3,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,restaurant,repeating,just_met,2,4,4,2,5,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,coffee,alternating,higher,3,3,4,4,1,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,meeting prep,repeating,just_met,4,0,0,0,4,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,feedback,alternating,lower,4,2,1,5,0,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,babysitting,repeating,higher,3,3,1,0,5,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,architects,repeating,equal,5,2,2,0,3,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,groceries,repeating,equal,1,3,4,2,3,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,housemates,repeating,lower,5,1,1,0,3,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,scheduling,repeating,higher,0,4,5,3,0,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,police,alternating,lower,4,3,3,5,0,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,concerts,alternating,just_met,3,3,5,6,0,yes,TRUE
cf12433f0eafc8d13cabb53d74afcc92,family meals,alternating,equal,1,3,5,6,0,yes,TRUE
4b184bae622411204d536792a86e9713,weekend,alternating,higher,2,5,3,3,4,yes,TRUE
4b184bae622411204d536792a86e9713,fundraising,repeating,lower,5,3,4,4,0,yes,TRUE
4b184bae622411204d536792a86e9713,family meals,repeating,higher,5,4,4,5,3,yes,TRUE
4b184bae622411204d536792a86e9713,babysitting,alternating,lower,5,5,5,5,3,yes,TRUE
4b184bae622411204d536792a86e9713,concerts,repeating,just_met,4,4,4,2,5,yes,TRUE
4b184bae622411204d536792a86e9713,scheduling,repeating,equal,3,4,3,2,2,yes,TRUE
4b184bae622411204d536792a86e9713,feedback,alternating,lower,5,5,5,5,0,yes,TRUE
4b184bae622411204d536792a86e9713,groceries,repeating,just_met,4,4,4,1,2,yes,TRUE
4b184bae622411204d536792a86e9713,gifts,alternating,equal,5,5,5,5,0,yes,TRUE
4b184bae622411204d536792a86e9713,housemates,alternating,higher,5,5,5,5,0,yes,TRUE
4b184bae622411204d536792a86e9713,restaurant,alternating,equal,5,5,5,5,0,yes,TRUE
4b184bae622411204d536792a86e9713,architects,repeating,lower,2,5,3,2,3,yes,TRUE
4b184bae622411204d536792a86e9713,police,alternating,just_met,5,5,5,5,0,yes,TRUE
4b184bae622411204d536792a86e9713,group project,repeating,equal,5,3,3,1,5,yes,TRUE
4b184bae622411204d536792a86e9713,coffee,repeating,higher,5,5,4,3,1,yes,TRUE
4b184bae622411204d536792a86e9713,meeting prep,alternating,just_met,5,5,5,5,0,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,weekend,alternating,higher,2,4,5,5,0,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,housemates,alternating,higher,3,3,6,6,0,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,coffee,repeating,higher,5,0,0,0,6,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,fundraising,repeating,lower,6,4,3,3,0,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,restaurant,alternating,equal,0,4,4,6,0,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,architects,repeating,lower,6,4,0,1,0,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,family meals,repeating,higher,5,0,0,0,5,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,babysitting,alternating,lower,5,4,3,6,0,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,concerts,repeating,just_met,6,4,4,0,6,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,meeting prep,alternating,just_met,4,4,6,6,0,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,groceries,repeating,just_met,0,4,0,0,4,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,gifts,alternating,equal,5,2,1,4,0,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,group project,repeating,equal,6,0,0,0,6,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,feedback,alternating,lower,0,5,4,6,0,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,police,alternating,just_met,0,4,6,6,0,yes,TRUE
6358fa878c134cfe7fe0ffe9dcfe738c,scheduling,repeating,equal,0,6,6,3,5,yes,TRUE
49065109e102779c72cd51e555eb7e17,architects,repeating,equal,6,5,5,4,0,yes,TRUE
49065109e102779c72cd51e555eb7e17,fundraising,repeating,equal,6,1,0,0,5,yes,TRUE
49065109e102779c72cd51e555eb7e17,restaurant,alternating,higher,3,4,0,0,2,yes,TRUE
49065109e102779c72cd51e555eb7e17,concerts,repeating,lower,6,4,6,4,2,yes,TRUE
49065109e102779c72cd51e555eb7e17,groceries,repeating,lower,3,1,3,4,6,yes,TRUE
49065109e102779c72cd51e555eb7e17,housemates,repeating,just_met,0,0,0,0,1,yes,TRUE
49065109e102779c72cd51e555eb7e17,babysitting,alternating,equal,6,6,6,6,0,yes,TRUE
49065109e102779c72cd51e555eb7e17,meeting prep,alternating,lower,5,1,0,5,4,yes,TRUE
49065109e102779c72cd51e555eb7e17,feedback,alternating,equal,6,3,6,6,0,yes,TRUE
49065109e102779c72cd51e555eb7e17,police,alternating,lower,3,5,6,4,0,yes,TRUE
49065109e102779c72cd51e555eb7e17,group project,repeating,higher,1,0,0,0,6,yes,TRUE
49065109e102779c72cd51e555eb7e17,coffee,alternating,just_met,0,4,6,6,0,yes,TRUE
49065109e102779c72cd51e555eb7e17,scheduling,repeating,higher,6,0,0,0,6,yes,TRUE
49065109e102779c72cd51e555eb7e17,weekend,repeating,just_met,0,6,0,0,0,yes,TRUE
49065109e102779c72cd51e555eb7e17,gifts,alternating,higher,0,6,6,6,0,yes,TRUE
49065109e102779c72cd51e555eb7e17,family meals,alternating,just_met,0,6,6,6,0,yes,TRUE
591336196cda9e09944e26019a24622b,meeting prep,alternating,lower,2,0,2,4,0,yes,TRUE
591336196cda9e09944e26019a24622b,weekend,repeating,lower,4,3,0,0,0,yes,TRUE
591336196cda9e09944e26019a24622b,housemates,alternating,equal,0,0,5,6,0,yes,TRUE
591336196cda9e09944e26019a24622b,architects,alternating,higher,4,0,4,2,0,yes,TRUE
591336196cda9e09944e26019a24622b,coffee,alternating,just_met,5,5,5,6,0,yes,TRUE
591336196cda9e09944e26019a24622b,family meals,repeating,higher,0,5,0,0,3,yes,TRUE
591336196cda9e09944e26019a24622b,concerts,repeating,lower,0,4,0,0,4,yes,TRUE
591336196cda9e09944e26019a24622b,gifts,repeating,higher,0,5,NA,0,5,yes,TRUE
591336196cda9e09944e26019a24622b,group project,alternating,equal,4,4,5,5,0,yes,TRUE
591336196cda9e09944e26019a24622b,police,repeating,equal,0,5,0,0,2,yes,TRUE
591336196cda9e09944e26019a24622b,groceries,alternating,higher,5,5,5,5,0,yes,TRUE
591336196cda9e09944e26019a24622b,restaurant,alternating,lower,5,5,5,5,0,yes,TRUE
591336196cda9e09944e26019a24622b,scheduling,repeating,just_met,1,3,0,0,2,yes,TRUE
591336196cda9e09944e26019a24622b,feedback,repeating,equal,3,5,0,0,1,yes,TRUE
591336196cda9e09944e26019a24622b,babysitting,repeating,just_met,2,5,NA,0,0,yes,TRUE
591336196cda9e09944e26019a24622b,fundraising,alternating,just_met,2,3,5,5,0,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,groceries,alternating,higher,0,4,3,5,1,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,housemates,alternating,equal,2,2,5,5,0,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,concerts,repeating,lower,0,1,1,2,2,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,restaurant,alternating,lower,0,2,3,4,0,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,fundraising,alternating,just_met,1,1,3,5,0,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,gifts,repeating,higher,1,4,3,1,3,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,architects,alternating,higher,2,2,3,3,0,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,group project,alternating,equal,3,3,3,3,0,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,coffee,alternating,just_met,1,1,3,4,0,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,babysitting,repeating,just_met,1,2,2,1,1,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,weekend,repeating,lower,1,4,4,1,2,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,meeting prep,alternating,lower,0,2,2,4,0,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,family meals,repeating,higher,3,2,1,1,3,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,scheduling,repeating,just_met,0,1,2,2,2,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,police,repeating,equal,2,2,3,4,0,yes,TRUE
aba64adc8f5b0c38bdd5029be152d30c,feedback,repeating,equal,1,4,4,3,1,yes,TRUE
d6a0957378c6e5de9a741f1b0b51dcd4,weekend,alternating,higher,4,5,6,6,0,yes,TRUE
d6a0957378c6e5de9a741f1b0b51dcd4,gifts,alternating,equal,5,5,6,6,0,yes,TRUE
